Distance(mi),Amenity,No_Exit,Station,Sunrise_Sunset,Season,Snow_Ice,Low_Vis_Weather,Rainy,Qty_Slowing_Elements
0.6,0,0,0,1,Summer,0,1,0,0
0.01,0,0,1,1,Spring,0,1,0,2
0.012,0,0,0,1,Spring,0,0,0,1
0.8859999999999999,0,0,0,1,Fall,0,1,0,1
0.0199999995529651,0,0,0,0,Spring,0,0,0,0
0.006,0,0,0,0,Spring,0,1,0,1
0.956,0,0,0,1,Summer,0,0,0,1
0.148,0,0,0,0,Spring,0,0,0,0
0.054,0,0,0,1,Spring,0,0,0,0
3.091,0,0,0,1,Spring,0,0,0,0
0.1,0,0,0,1,Fall,0,0,0,0
0.378,0,0,0,1,Spring,0,1,0,0
0.389,0,0,0,1,Winter,1,0,1,0
0.396,0,0,0,1,Fall,0,0,0,0
0.046,0,0,0,0,Fall,0,1,1,0
1.802,0,0,0,0,Fall,0,1,0,0
4.9099998474121085,0,0,0,1,Winter,0,0,0,0
0.235,0,0,0,0,Spring,0,0,0,0
6.285,0,0,0,0,Fall,0,1,0,1
1.073,0,0,0,1,Winter,0,1,0,0
0.8240000000000001,0,0,0,1,Winter,0,1,0,0
1.55,0,0,0,0,Spring,0,0,0,1
0.029,0,0,0,1,Summer,0,0,0,0
3.093,0,0,0,1,Summer,0,0,0,0
3.527,0,0,0,1,Summer,0,1,0,0
3.738,0,0,0,1,Fall,0,0,0,0
0.163,0,0,0,1,Winter,0,0,0,1
4.643,0,0,0,1,Winter,0,0,0,1
0.0,0,0,0,0,Spring,0,1,0,0
0.78,0,0,0,1,Summer,0,0,0,0
1.092,0,0,0,0,Fall,0,0,0,0
0.695,0,0,0,1,Summer,0,0,0,0
0.557,0,0,0,0,Fall,0,1,0,1
0.045,0,0,0,0,Spring,0,0,0,0
0.967,0,0,0,0,Fall,0,0,0,1
3.81,0,0,0,1,Spring,0,0,0,0
0.456,0,0,0,1,Summer,0,1,0,0
4.061,0,0,0,0,Summer,0,1,0,0
0.046,0,0,0,0,Summer,0,0,0,1
1.013,0,0,0,1,Summer,0,0,0,0
0.005,0,0,0,1,Fall,0,0,0,0
0.179,0,0,0,1,Winter,0,0,0,1
0.052,0,0,0,0,Fall,0,0,0,0
0.203,0,0,0,0,Winter,0,0,0,0
1.126,0,0,0,0,Winter,0,1,0,0
0.022,0,0,0,1,Fall,0,1,0,0
1.7000000476837158,0,0,0,1,Summer,0,0,0,0
0.354,0,0,0,1,Spring,0,0,0,1
0.053,0,0,0,0,Summer,0,0,0,0
1.055,0,0,0,1,Spring,0,1,0,0
0.184,0,0,0,0,Spring,0,0,0,1
0.802,0,0,0,0,Fall,0,0,0,0
0.612,0,0,0,1,Spring,0,0,0,0
0.1369999999999999,0,0,0,0,Fall,0,0,1,0
1.265,0,0,0,1,Spring,0,0,0,1
1.423,0,0,0,0,Winter,0,0,0,0
1.246,0,0,0,1,Fall,0,0,0,0
4.539999961853027,0,0,0,1,Spring,0,1,0,1
0.923,0,0,0,0,Winter,0,0,0,0
0.911,0,0,0,1,Summer,0,0,0,0
0.6709999999999999,0,0,0,1,Fall,0,0,0,0
1.736,0,0,0,1,Fall,0,0,0,0
1.236,0,0,0,0,Winter,0,0,0,1
1.013,0,0,0,0,Winter,0,0,0,0
0.031,0,0,0,1,Summer,0,0,0,1
1.319,0,0,0,1,Fall,0,0,0,0
0.022,0,0,0,0,Fall,0,1,0,0
1.526,0,0,0,1,Spring,0,0,0,1
0.83,0,0,0,0,Winter,0,0,0,1
0.535,0,0,0,1,Spring,0,0,0,2
0.155,0,0,0,1,Winter,1,0,0,0
1.127,0,0,0,0,Fall,0,0,0,0
4.504,0,0,0,1,Summer,0,0,0,0
0.287,0,0,0,0,Winter,0,0,1,0
0.176,0,0,0,0,Fall,0,1,0,0
1.305,0,0,0,1,Spring,0,0,0,1
1.046,0,0,0,0,Winter,0,0,0,0
1.835,0,0,0,1,Summer,0,0,0,0
4.398,0,0,0,0,Fall,0,0,0,0
0.298,0,0,0,0,Fall,0,0,0,0
0.158,0,0,0,1,Fall,0,0,1,0
0.745,0,0,0,0,Fall,0,0,1,0
1.97,0,0,0,0,Fall,0,1,0,0
0.095,0,0,0,1,Summer,0,0,0,0
0.098,0,0,0,0,Winter,0,0,1,1
0.1369999999999999,0,0,0,1,Winter,0,0,0,0
0.913,0,0,0,0,Winter,0,1,0,1
1.481,0,0,0,1,Summer,0,0,0,1
2.631,0,0,0,1,Spring,0,0,0,0
1.894,0,0,0,1,Winter,0,0,0,0
0.7140000000000001,0,0,0,1,Winter,0,0,1,0
0.909,0,0,0,0,Winter,1,0,1,0
3.119999885559082,0,0,0,1,Spring,0,0,0,0
0.0,1,0,1,0,Summer,0,0,0,1
0.138,0,0,0,1,Fall,0,0,0,0
2.456,0,0,0,1,Summer,0,0,0,0
0.138,0,0,0,1,Spring,0,1,0,0
1.001,0,0,0,1,Summer,0,0,0,0
0.32,0,0,0,1,Spring,0,0,0,2
0.527,0,0,0,0,Fall,0,0,0,0
0.58,0,0,0,1,Winter,0,0,0,0
0.296,0,0,0,1,Spring,0,0,0,0
8.569999694824219,0,0,0,1,Fall,0,0,0,0
0.239,0,0,0,1,Winter,0,0,0,0
4.069,0,0,0,1,Summer,0,0,0,0
0.493,0,0,0,1,Winter,0,1,0,0
3.204,0,0,0,1,Fall,0,0,0,0
0.223,0,0,0,1,Fall,0,0,0,0
5.829999923706055,0,0,0,1,Spring,1,0,0,0
1.332,0,0,0,0,Winter,0,0,0,1
0.954,0,0,0,0,Fall,0,0,0,0
0.913,0,0,0,1,Winter,0,0,0,0
2.136,0,0,0,1,Summer,0,0,0,0
1.198,0,0,0,1,Summer,0,0,0,0
0.05,0,0,1,0,Winter,0,0,0,1
0.682,0,0,0,1,Summer,0,0,1,1
0.303,0,0,0,1,Fall,0,0,0,0
0.62,0,0,0,1,Fall,0,0,0,2
0.6,0,0,0,1,Fall,0,1,0,0
0.435,0,0,0,1,Winter,0,0,0,1
0.6970000000000001,0,0,0,0,Winter,0,0,0,0
7.893,0,0,0,1,Fall,0,1,0,0
1.0800000429153442,0,0,0,0,Winter,0,0,0,0
0.057,0,0,0,1,Summer,0,0,0,1
1.403,0,0,0,0,Spring,0,0,0,0
0.023,0,0,0,1,Spring,0,0,0,0
1.6740000000000002,0,0,0,1,Spring,0,0,0,0
0.467,0,0,0,1,Winter,0,0,0,0
0.134,0,0,0,1,Fall,0,0,0,0
1.371,0,0,0,1,Winter,0,1,0,0
2.5540000000000003,0,0,0,1,Winter,0,0,0,0
0.069,0,0,0,0,Summer,0,0,0,0
0.037,0,0,0,1,Winter,0,0,0,0
2.9330000000000003,0,0,0,0,Fall,1,0,1,1
0.052,0,0,0,0,Fall,0,0,0,1
0.584,0,0,0,1,Spring,0,0,0,0
0.074,0,0,0,1,Summer,0,0,1,0
2.964,0,0,0,1,Spring,0,0,0,0
0.486,0,0,0,1,Winter,0,0,0,0
0.429,0,0,0,0,Fall,0,0,0,0
1.011,0,0,0,1,Summer,0,0,1,0
0.13,0,0,0,1,Summer,0,0,0,0
0.29,0,0,0,1,Winter,0,1,0,0
2.903,0,0,0,0,Spring,0,1,0,0
0.02,0,0,0,0,Winter,1,0,1,0
0.103,0,0,0,0,Spring,0,0,0,0
0.01,0,0,0,1,Spring,0,0,1,1
0.074,0,0,0,1,Summer,0,0,1,0
0.31,0,0,0,0,Fall,0,0,0,0
0.072,0,0,0,0,Fall,0,1,0,0
0.78,0,0,0,1,Spring,0,1,0,0
0.01,0,0,0,1,Spring,0,0,0,2
1.125,0,0,0,0,Spring,0,1,0,0
5.228,0,0,0,1,Summer,0,0,0,1
0.058,0,0,0,1,Spring,0,0,0,0
0.045,0,0,0,0,Fall,0,1,0,0
0.03,0,0,0,0,Winter,0,0,0,0
4.735,0,0,0,1,Spring,0,0,0,1
0.008,0,0,0,1,Summer,0,0,0,1
0.348,0,0,0,0,Spring,0,0,0,0
0.765,0,0,0,1,Fall,0,0,1,1
1.4269999999999998,0,0,0,0,Spring,0,1,0,0
0.032,0,0,0,1,Fall,0,0,1,1
0.321,0,0,0,1,Summer,0,0,0,0
0.6800000071525574,0,0,0,1,Winter,0,1,0,2
1.138,0,0,0,1,Winter,0,0,0,0
0.13,0,0,0,1,Fall,0,0,0,0
0.264,0,0,0,0,Summer,0,0,0,1
0.66,0,0,1,1,Fall,0,0,0,0
0.063,0,0,0,1,Spring,0,0,0,0
0.284,0,0,0,0,Winter,0,0,0,0
4.019999980926514,0,0,0,0,Fall,0,0,1,0
1.4369999999999998,0,0,0,0,Fall,0,1,0,0
0.096,0,0,0,0,Winter,0,0,0,0
0.388,0,0,0,1,Fall,0,0,0,0
0.532,0,0,0,1,Fall,0,0,0,0
1.703,0,0,0,0,Winter,0,1,0,0
0.254,0,0,0,1,Summer,0,0,0,0
0.052,0,0,0,1,Summer,0,0,0,0
0.409,0,0,1,1,Fall,0,1,0,0
1.107,0,0,0,0,Summer,0,0,0,0
0.185,0,0,0,0,Spring,0,0,0,2
2.15,0,0,0,1,Winter,0,0,0,1
3.03,0,0,0,0,Winter,0,0,0,1
4.579999923706055,0,0,0,1,Winter,0,0,0,0
0.825,0,0,0,1,Fall,0,0,0,0
1.268,0,0,0,0,Winter,0,0,0,0
0.106,0,0,0,1,Winter,0,0,0,0
0.743,0,0,0,1,Fall,0,0,0,0
0.061,0,0,0,0,Winter,0,1,0,0
0.253,0,0,0,1,Winter,0,0,0,0
0.014,0,0,0,1,Summer,0,0,0,1
0.029,0,0,0,1,Winter,0,1,0,0
0.202,0,0,0,1,Winter,0,0,0,1
0.262,0,0,0,0,Winter,0,0,1,1
1.0590000000000002,0,0,0,0,Fall,0,0,0,0
0.703,0,0,0,0,Fall,0,0,0,0
0.48,0,0,0,1,Spring,0,0,0,0
0.116,0,0,0,0,Fall,0,0,1,1
5.194,0,0,0,1,Summer,0,1,1,0
0.226,0,0,0,1,Winter,0,0,0,1
0.994,0,0,0,1,Summer,0,1,0,0
1.251,0,0,0,1,Summer,0,0,0,0
0.119,0,0,0,0,Summer,0,0,0,1
0.08,0,0,0,1,Spring,0,0,0,0
1.254,0,0,0,0,Spring,0,0,0,0
0.092,0,0,0,1,Summer,0,0,0,1
1.7200000286102295,0,0,0,0,Winter,0,0,1,0
0.134,0,0,0,1,Winter,0,0,0,0
0.302,0,0,0,1,Spring,0,0,0,0
0.126,0,0,0,0,Summer,0,0,0,0
0.969,0,0,0,1,Fall,0,1,0,0
3.4730000000000003,0,0,0,1,Fall,0,0,1,0
0.66,0,0,0,1,Spring,0,0,0,0
0.5329999999999999,0,0,0,1,Fall,0,0,0,1
2.675,0,0,0,0,Winter,0,0,0,1
0.31,0,0,0,0,Spring,0,1,0,0
0.071,0,1,0,1,Spring,0,0,0,1
0.326,0,0,0,0,Spring,0,1,0,0
0.535,0,0,0,0,Fall,0,0,0,0
8.279999732971191,0,0,0,0,Fall,0,0,0,1
1.926,0,0,0,1,Winter,0,0,1,0
0.502,0,0,0,0,Summer,0,0,0,0
3.229,0,0,0,1,Fall,0,0,0,1
0.175,0,0,0,1,Winter,0,0,0,1
0.866,0,0,0,0,Winter,0,1,0,0
0.024,0,0,0,0,Fall,0,1,0,1
0.504,0,0,0,0,Winter,0,0,1,0
0.261,0,0,0,1,Winter,0,1,0,1
0.637,0,0,0,1,Summer,0,0,1,0
0.116,0,0,0,1,Fall,0,1,0,0
0.177,0,0,0,0,Summer,0,0,0,1
3.4360000000000004,0,0,0,1,Fall,0,0,0,0
1.268,0,0,0,1,Spring,0,0,0,0
0.633,0,0,0,0,Fall,0,0,0,0
0.068,0,0,0,0,Winter,0,0,0,0
1.7799999713897705,0,0,0,1,Spring,0,0,0,0
1.889,0,0,0,1,Fall,0,0,1,0
0.1599999964237213,0,0,0,0,Winter,0,0,0,0
0.386,0,0,0,0,Summer,0,0,0,0
0.274,0,0,0,0,Winter,0,1,0,0
0.03,0,0,0,0,Fall,0,0,0,0
3.319,0,0,0,0,Fall,0,0,0,0
0.0,0,0,0,0,Summer,0,0,0,0
3.137,0,0,0,1,Summer,0,0,0,0
0.181,0,0,0,1,Winter,0,0,0,1
0.314,0,0,0,0,Winter,0,1,0,0
2.9730000000000003,0,0,0,1,Winter,0,0,1,0
0.7099999785423279,0,0,0,1,Winter,0,0,0,1
2.144,0,0,0,1,Spring,0,0,1,0
0.868,0,0,0,1,Spring,0,0,0,0
0.708,0,0,0,1,Summer,0,1,0,0
0.024,0,0,0,1,Winter,0,0,0,2
0.544,0,0,0,1,Spring,0,0,0,1
0.021,0,0,0,0,Winter,0,0,1,1
0.005,0,0,0,1,Fall,0,1,0,0
0.871,0,0,0,0,Winter,0,0,0,0
0.715,0,0,0,1,Spring,0,0,1,0
0.736,0,0,0,1,Winter,0,1,0,0
0.496,0,0,0,0,Spring,0,1,0,0
1.014,0,0,0,1,Winter,0,1,0,0
0.52,0,0,0,0,Summer,0,0,0,0
0.01,0,0,0,0,Winter,0,0,0,1
0.613,0,0,0,0,Spring,0,0,1,0
0.028,0,0,0,1,Winter,0,0,1,0
0.04,0,0,0,1,Summer,0,0,0,0
0.05,0,0,0,1,Summer,0,0,0,0
0.645,0,0,0,1,Winter,0,0,0,0
3.088,0,0,0,1,Summer,0,0,0,0
0.503,0,0,0,1,Summer,0,0,1,1
0.967,0,0,0,1,Winter,0,0,0,1
0.521,0,0,1,0,Winter,0,1,0,0
0.035,0,0,0,1,Winter,0,0,0,1
0.178,0,0,0,1,Winter,0,1,0,1
1.381,0,0,0,1,Summer,0,0,0,2
0.074,0,0,0,0,Fall,0,0,0,0
0.302,0,0,0,0,Summer,0,0,0,0
0.01,1,0,0,1,Fall,0,0,0,1
0.487,0,0,0,0,Winter,0,1,0,0
5.648,0,0,0,1,Spring,0,0,0,0
0.393,0,0,0,1,Spring,0,1,0,1
0.028,0,0,0,1,Winter,0,0,0,1
1.884,0,0,0,1,Fall,0,0,1,0
0.4970000000000001,0,0,0,0,Winter,0,0,0,0
2.259,0,0,0,0,Fall,0,0,1,0
1.539,0,0,0,1,Fall,0,0,0,0
0.797,0,0,0,0,Winter,0,0,0,0
0.85,0,0,0,1,Spring,0,0,0,0
0.362,0,0,0,1,Winter,0,0,0,0
3.104,0,0,0,1,Winter,0,0,0,0
1.479,0,0,0,1,Spring,0,1,1,0
3.423,0,0,0,1,Spring,0,0,0,0
0.232,0,0,0,0,Spring,0,1,0,0
1.692,0,0,0,1,Spring,0,1,0,0
0.403,0,0,0,1,Summer,0,0,0,0
0.192,0,0,0,1,Winter,0,0,0,0
0.562,0,0,0,1,Winter,0,0,0,0
0.243,0,0,0,0,Fall,0,0,0,0
5.7570000000000014,0,0,0,1,Spring,0,0,1,1
1.161,0,0,0,1,Spring,0,0,0,0
0.089,0,0,0,1,Spring,0,0,0,0
0.563,0,0,0,1,Spring,0,0,0,0
1.462,0,0,0,1,Summer,0,0,0,1
1.746,0,0,0,0,Winter,1,0,1,0
0.643,0,0,0,0,Winter,1,0,0,0
0.8079999999999999,0,0,0,0,Summer,0,0,0,0
0.121,0,0,0,1,Summer,0,0,0,0
0.355,0,0,0,1,Spring,0,0,0,0
0.0,0,0,0,1,Spring,0,0,0,0
2.803,0,0,0,1,Fall,0,0,0,0
0.04,0,0,0,0,Winter,0,0,0,0
0.053,0,0,0,1,Fall,0,0,0,0
0.124,0,0,0,1,Spring,0,1,0,0
0.725,0,0,0,1,Spring,0,0,0,0
0.023,0,0,0,0,Fall,0,0,0,1
1.091,0,0,0,1,Summer,0,0,0,0
0.045,0,0,0,0,Fall,0,1,0,1
0.586,0,0,0,0,Winter,0,0,0,0
0.965,0,0,0,0,Winter,0,0,0,0
1.9299999475479128,0,0,0,0,Summer,0,1,0,0
0.32,0,0,0,1,Summer,0,0,0,0
0.741,0,0,0,1,Summer,0,0,0,0
0.154,0,0,0,0,Spring,0,1,0,0
0.093,0,0,0,1,Spring,0,0,0,1
0.23,0,0,0,1,Summer,0,0,0,1
0.097,0,0,0,1,Summer,0,1,0,0
0.916,0,0,0,0,Fall,0,0,0,0
0.405,0,0,0,1,Summer,0,0,0,0
0.028,0,0,0,0,Winter,0,0,0,0
0.297,0,0,0,0,Winter,0,0,0,0
4.920000076293945,0,0,0,1,Fall,0,0,0,1
0.48,0,0,0,0,Fall,0,0,0,0
0.897,0,0,0,1,Summer,0,0,1,0
0.187,0,0,0,0,Fall,0,0,0,0
0.564,0,0,0,1,Summer,0,0,0,0
0.117,0,0,0,0,Fall,0,0,0,3
0.052,0,0,0,1,Summer,0,0,0,0
0.4399999976158142,0,0,0,0,Fall,0,0,0,0
0.051,0,0,0,1,Summer,0,0,0,0
0.0099999997764825,0,0,0,1,Spring,0,1,1,1
0.029,0,0,0,1,Summer,0,0,0,2
1.5590000000000002,0,0,0,1,Spring,0,0,0,0
0.337,0,0,0,1,Winter,0,0,0,0
0.429,0,0,0,1,Spring,0,0,0,0
0.01,0,0,0,1,Summer,0,0,0,0
2.056,0,0,0,1,Winter,0,0,0,0
2.097,0,0,0,1,Spring,0,0,0,0
0.025,0,0,0,0,Summer,0,0,0,1
0.057,0,0,0,1,Summer,0,0,1,0
0.439,0,0,0,0,Winter,0,0,0,0
1.27,0,0,0,1,Summer,0,0,0,1
0.494,0,0,0,1,Winter,0,0,1,0
0.11,0,0,0,1,Fall,0,0,0,1
0.8640000000000001,0,0,0,1,Winter,0,1,0,1
0.304,0,0,0,0,Winter,0,0,0,0
0.076,0,0,0,1,Fall,0,0,0,0
0.393,0,0,0,0,Fall,0,1,1,0
0.05,0,0,0,1,Winter,1,0,1,0
0.0,0,0,0,0,Fall,0,0,0,1
0.225,0,0,0,1,Summer,0,0,0,0
0.081,0,0,0,0,Winter,0,0,0,0
0.065,0,0,0,1,Winter,0,0,0,0
1.3730000000000002,0,0,0,1,Fall,0,0,0,0
0.026,0,0,0,1,Fall,0,0,0,1
0.701,0,0,0,1,Winter,0,0,0,0
0.723,0,0,0,0,Winter,0,0,0,0
1.13,0,0,0,1,Fall,0,1,0,0
0.181,0,0,0,0,Fall,0,0,0,0
0.4300000071525574,1,0,0,0,Fall,0,1,0,0
0.585,0,0,0,0,Fall,0,0,0,0
0.14,0,0,0,1,Summer,0,0,0,0
1.141,0,0,0,1,Winter,0,0,0,1
4.386,0,0,0,1,Summer,0,0,1,1
0.994,0,0,0,1,Summer,0,0,1,1
0.048,0,0,0,1,Spring,0,1,0,0
1.136,0,0,0,1,Winter,0,1,0,0
0.361,0,0,0,0,Winter,0,0,1,0
1.08,0,0,0,0,Fall,0,0,0,0
0.0,0,0,1,1,Winter,0,0,0,1
1.676,0,0,0,1,Fall,0,1,0,0
2.592,0,0,0,1,Winter,0,0,0,0
0.386,0,0,0,0,Winter,0,1,0,0
0.4000000059604645,0,0,0,1,Spring,0,0,0,0
0.068,0,0,0,0,Fall,0,1,0,0
0.518,0,0,0,1,Fall,0,0,0,0
0.887,0,0,0,0,Fall,0,0,0,0
0.843,0,0,0,1,Summer,0,0,0,0
0.039,0,0,0,1,Winter,0,1,0,0
0.509,0,0,0,0,Summer,0,0,1,0
0.11,0,0,0,1,Winter,0,0,0,0
3.758,0,0,0,1,Fall,0,0,0,0
4.2360000000000015,0,0,0,1,Spring,0,0,0,0
0.503,0,0,0,1,Spring,0,0,1,0
1.888,0,0,0,1,Summer,0,0,0,0
0.031,0,0,0,0,Summer,0,1,0,0
0.826,0,0,0,0,Winter,0,0,0,0
0.057,0,0,0,0,Fall,0,1,0,0
0.081,0,0,0,1,Summer,0,1,0,0
0.333,0,0,0,0,Summer,0,0,0,0
3.343,0,0,0,1,Spring,0,0,0,0
0.75,0,0,0,1,Winter,0,0,0,0
0.469,0,0,0,1,Spring,0,0,0,0
0.835,0,0,0,1,Summer,0,0,0,0
0.536,0,0,0,1,Winter,0,1,0,1
0.982,0,0,0,1,Winter,0,0,0,0
1.392,0,0,0,1,Summer,0,1,0,0
0.75,0,0,0,1,Winter,0,0,0,0
1.024,0,0,0,0,Winter,0,0,0,0
0.162,0,0,0,1,Winter,0,0,0,1
0.051,0,0,0,1,Fall,0,0,1,0
1.436,0,0,0,0,Winter,0,0,0,0
0.6779999999999999,0,0,0,0,Winter,0,0,1,1
0.856,0,0,0,1,Fall,0,0,0,0
0.072,0,0,0,0,Winter,0,0,0,0
0.165,0,0,0,1,Fall,0,0,1,0
0.56,0,0,0,1,Winter,0,0,0,0
0.0,0,0,1,1,Fall,0,0,1,2
0.568,0,0,0,1,Winter,0,1,0,0
2.643,0,0,0,1,Winter,0,0,0,0
0.454,0,0,0,0,Fall,0,0,0,0
2.16,0,0,0,1,Spring,0,0,0,0
0.016,0,0,0,0,Summer,0,1,0,1
0.264,0,0,0,1,Fall,0,0,1,1
0.5670000000000001,0,0,1,1,Summer,0,0,0,1
1.909,0,0,0,0,Winter,0,0,0,0
0.6499999761581421,0,0,0,0,Fall,0,1,0,0
3.549999952316284,0,0,0,0,Summer,0,0,0,0
6.853,0,0,0,0,Winter,0,1,0,0
0.456,0,0,0,1,Spring,0,0,0,1
0.214,0,0,0,0,Winter,0,0,0,1
0.107,0,0,0,1,Summer,0,0,0,0
0.8240000000000001,0,0,0,1,Summer,0,1,0,0
0.238,0,0,0,1,Spring,0,0,0,0
1.883,0,0,0,0,Fall,0,0,0,0
2.190000057220459,0,0,0,1,Spring,0,0,1,1
1.804,0,0,0,0,Spring,0,1,0,1
0.331,0,0,0,1,Fall,0,1,0,0
0.15,0,0,0,0,Winter,0,0,0,0
0.928,0,0,0,0,Winter,0,0,0,0
0.043,0,0,0,1,Fall,0,0,0,0
0.381,0,0,0,0,Fall,0,0,0,1
0.028,0,0,0,0,Fall,0,0,0,2
1.4980000000000002,0,0,0,1,Fall,1,0,1,0
0.27,0,0,0,1,Winter,0,0,1,1
0.945,0,0,0,0,Winter,0,1,0,0
0.494,0,0,0,0,Winter,0,1,0,3
0.523,0,0,0,1,Fall,0,0,0,0
0.7340000000000001,0,0,0,1,Fall,0,1,0,0
0.076,0,0,0,1,Spring,0,0,0,0
0.292,0,0,0,1,Fall,0,0,0,0
1.308,0,0,0,1,Fall,0,1,0,0
0.408,0,0,0,0,Winter,0,0,0,0
0.574,0,0,0,1,Fall,0,1,0,0
0.178,0,0,0,1,Fall,0,0,0,1
0.015,0,0,0,0,Winter,0,0,1,0
1.2999999523162842,0,0,0,0,Fall,0,0,0,2
0.195,0,0,0,1,Fall,0,0,0,0
0.024,0,0,0,1,Fall,0,0,0,1
2.431,0,0,0,1,Winter,0,0,0,0
0.746,0,0,0,1,Winter,0,0,1,0
0.093,0,0,0,1,Winter,0,0,0,1
0.382,0,0,0,1,Spring,0,0,0,1
1.3219999999999998,0,0,0,1,Summer,0,0,0,0
7.114,0,0,0,1,Summer,0,0,0,0
0.565,0,0,0,1,Spring,0,1,0,0
0.955,0,0,0,1,Fall,0,0,0,0
0.184,0,0,0,1,Summer,0,0,0,1
0.039,0,0,1,1,Winter,0,1,0,2
0.01,0,0,1,1,Fall,0,1,0,1
0.333,0,0,0,1,Summer,0,0,0,0
0.8220000000000001,0,0,0,1,Fall,0,1,1,0
0.7799999713897705,0,0,0,1,Summer,0,0,0,0
2.533,0,0,0,1,Fall,0,0,0,0
1.193,0,0,0,0,Winter,0,0,1,0
0.114,0,0,0,1,Winter,0,0,1,0
1.666,0,0,0,1,Fall,0,0,0,0
0.517,0,0,0,1,Fall,0,0,0,0
0.7190000000000001,0,0,0,0,Winter,0,0,1,0
0.337,0,0,0,1,Spring,0,0,1,0
0.343,0,0,0,1,Summer,0,0,0,0
0.302,0,0,0,0,Spring,0,0,0,0
1.642,0,0,0,1,Fall,0,1,0,1
0.0,0,0,0,1,Winter,0,0,0,2
1.244,0,0,0,1,Winter,0,0,0,0
3.0399999618530287,0,0,0,1,Fall,0,0,0,0
2.394,0,0,0,1,Spring,0,0,0,0
0.818,0,0,0,1,Fall,0,0,0,0
0.507,0,0,0,1,Winter,1,0,1,0
2.745,0,0,0,1,Fall,0,1,0,0
0.01,0,0,0,0,Winter,0,0,0,2
0.338,0,0,0,1,Fall,0,1,0,0
5.6370000000000005,0,0,0,1,Spring,0,0,0,0
4.227,0,0,0,0,Winter,0,0,1,0
3.044,0,0,0,1,Fall,0,0,0,0
0.727,0,0,0,0,Winter,0,0,0,0
0.077,0,0,0,0,Winter,0,0,0,0
0.674,0,0,0,1,Summer,0,0,1,0
0.277,0,0,0,0,Summer,0,0,0,0
0.613,0,0,0,1,Summer,0,0,0,1
0.335,0,0,0,1,Summer,0,0,0,0
1.551,0,0,0,1,Spring,0,1,0,0
0.722,0,0,0,0,Winter,0,0,0,0
0.017,0,0,0,0,Winter,0,1,0,1
1.308,0,0,0,1,Fall,0,0,0,0
0.942,0,0,0,0,Fall,0,0,0,0
5.066,0,0,0,1,Spring,0,0,0,0
4.113,0,0,0,1,Fall,0,0,0,0
0.13,0,0,0,1,Fall,0,1,0,0
0.29,0,0,0,1,Fall,0,0,0,1
0.062,0,0,0,0,Winter,0,0,0,0
0.108,0,0,0,0,Winter,0,0,0,0
0.025,0,0,0,0,Fall,0,0,0,1
0.133,0,0,0,1,Winter,0,0,0,0
0.307,0,0,0,1,Fall,0,0,0,0
1.101,0,0,0,1,Winter,0,1,0,0
0.096,0,0,0,0,Winter,0,0,0,0
0.0,0,0,0,0,Winter,0,0,1,1
0.438,0,0,0,1,Summer,0,0,0,1
2.286,0,0,0,0,Fall,0,0,0,0
2.517,0,0,0,1,Spring,0,0,0,0
0.311,0,0,0,1,Summer,0,0,0,0
1.619,0,0,0,0,Spring,0,0,0,0
0.155,0,0,0,1,Spring,0,1,0,0
0.747,0,0,0,0,Spring,0,0,0,1
0.0819999999999999,0,0,0,0,Summer,0,0,0,1
0.271,0,0,0,0,Winter,0,1,0,0
0.031,0,0,0,0,Summer,0,1,0,0
0.564,0,0,0,1,Winter,0,1,0,0
5.980000019073486,0,0,0,1,Summer,0,0,0,1
0.133,0,0,0,1,Fall,0,0,0,1
2.196,0,0,0,1,Summer,0,0,0,0
1.526,0,0,0,0,Fall,0,0,0,0
1.223,0,0,0,1,Summer,0,0,0,0
7.039999961853027,0,0,0,1,Summer,0,0,0,0
1.24,0,0,0,0,Fall,0,0,0,0
1.046,0,0,0,1,Summer,0,0,0,0
0.659,0,0,0,1,Fall,0,0,0,0
1.252,0,0,0,1,Spring,0,0,0,0
7.88,0,0,0,0,Winter,0,0,0,0
0.0,0,0,0,1,Spring,0,1,0,2
0.42,0,0,0,0,Spring,0,0,0,1
1.699,0,0,0,1,Winter,1,0,0,0
1.277,0,0,0,0,Winter,0,0,0,0
0.127,0,0,0,0,Fall,0,0,0,0
2.089,0,0,0,1,Winter,0,1,0,0
1.528,0,0,0,1,Winter,0,1,0,0
1.73,0,0,0,1,Spring,0,0,0,0
0.6859999999999999,0,0,0,0,Fall,0,0,0,0
0.511,0,0,0,1,Winter,0,0,0,0
0.237,0,0,0,1,Fall,0,0,0,1
0.022,0,0,0,1,Winter,0,1,0,0
0.517,0,0,0,1,Spring,0,1,0,0
2.419,0,0,0,1,Winter,0,0,0,0
0.185,0,0,0,1,Winter,1,0,0,0
0.38,0,0,0,1,Winter,0,0,0,0
0.32,0,0,0,0,Winter,0,0,0,0
5.050000190734863,0,0,0,1,Summer,0,1,0,0
0.118,0,0,0,1,Spring,0,0,0,0
0.013,0,0,0,1,Fall,0,0,0,2
0.094,0,0,0,1,Fall,0,0,0,1
0.059,0,0,0,1,Fall,0,0,0,0
0.131,0,0,0,1,Summer,0,0,0,0
0.021,0,0,0,0,Winter,0,0,0,0
0.9100000262260436,0,0,0,1,Fall,0,0,0,0
2.664,0,0,0,0,Fall,0,0,0,0
0.188,0,0,0,0,Fall,0,0,1,0
